countyCode,countyName,cityCode,cityName,HotelCode,HotelName,HotelRating,Address,Attractions,Description,FaxNumber,HotelFacilities,Map,PhoneNumber,PinCode,HotelWebsiteUrl
AL,Albania,106078,Albanien,1860182,B&B Pelivani,All,Rruga Petrit Lulo 5001 Berat ,,,,,40.70593|19.95359,,5001,https://www.booking.com/hotel/al/pelivano.html
AL,Albania,106078,Albanien,1867638,Hotel Piemonte,ThreeStar,Rruga Gjin Bue Shpata P.7/1Prane Stadiumit Selman StermasiTirane ,,"Set in Tirana, 1.4 km from Skanderbeg Square, Hotel Piemonte offers accommodation with a terrace, free private parking, a restaurant and a bar. With free WiFi, this 3-star hotel offers room service and an ATM. The accommodation features airport transfers, while a car rental service is also available.

Popular points of interest near the hotel include Former Residence of Enver Hoxha, Pyramid of Tirana and Rinia Park. The nearest airport is Tirana International Mother Teresa Airport, 15 km from Hotel Piemonte. In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.",,all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies physical distancing rules followed cashless payment available first aid kit available hand sanitizer in guest accommodation and key areas staff follow all safety protocols as directed by local authorities physical distancing in dining areas guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Fire extinguishers CCTV outside property CCTV in common areas Smoke alarms Security alarm 24-hour security coffee house on site airport drop off airport pick up Fruits Wine/champagne Street parking secured parking wifi available in all areas Private parking parking on site Daily housekeeping airport shuttle (additional charge) ATM/cash machine on site Air conditioning Free WiFi wifi Fax/photocopying Car hire internet services Free parking Ironing service Family rooms Barber/beauty shop dry cleaning Laundry Airport shuttle Non-smoking rooms Terrace Bar meeting/banquet facilities Room service Restaurant Parking,41.32037|19.81218,+35542256477,1001,https://www.booking.com/hotel/al/piemonte-tirana1.html
AL,Albania,106078,Albanien,1867724,Guest House Xhuljon,All,Shendelliu Street 6 5001 Berat ,,"Guest House Xhuljon features river views, free WiFi and free private parking, set in Berat.

Accommodation is fitted with air conditioning, a fully equipped kitchen with a dining area, a flat-screen TV and a private bathroom with hot tub and free toiletries. A balcony with garden views is offered in every unit.

Guests at the bed and breakfast can enjoy a continental or a buffet breakfast.

A terrace can be found at Guest House Xhuljon, along with a garden.

The nearest airport is Tirana International Mother Teresa Airport, 118 km from the accommodation.",,dry cleaning Laundry Airport shuttle Terrace Garden Newspapers Room service Pets allowed Parking Lower bathroom sink Higher level toilet Toilet with grab rails Wheelchair accessible Accessible parking secured parking Kid-friendly buffet Indoor play area Private parking On-site parking Sun terrace designated smoking area Air conditioning Non-smoking throughout Free WiFi wifi internet services Free parking Ironing service breakfast in the room Family rooms Facilities for disabled guests,40.70869|19.95157,,5001,https://www.booking.com/hotel/al/guest-house-xhuljon.html
AL,Albania,106078,Albanien,1869050,Hotel Univers,All,Rruga Ram Sadria 8 8702 Bajram Curri ,,,,,42.35885|20.07709,,8702,
AL,Albania,106078,Albanien,1869121,Elite Palace,All,Rruga Alajdin Frasheri Tirana ,,"Located in Tirana, 4.3 km from Dajti Ekspres Cable Car, Elite Palace provides accommodation with a garden, free private parking, a restaurant and a bar. Featuring family rooms, this property also provides guests with a sun terrace. The accommodation features a 24-hour front desk, airport transfers, room service and free WiFi throughout the property.

At the hotel, rooms have a balcony. At Elite Palace every room comes with air conditioning and a flat-screen TV.

A continental breakfast is available daily at the accommodation.

Skanderbeg Square is 6.2 km from Elite Palace, while Former Residence of Enver Hoxha is 6.4 km away. The nearest airport is Tirana International Mother Teresa Airport, 20 km from the hotel.",,face masks for guests available thermometers for guests provided by property delivered food is securely covered guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies physical distancing rules followed cashless payment available contactless check-in/check-out first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Smoke alarms Security alarm Key card access Key access 24-hour security Private check-in/check-out Entertainment staff Sun terrace Snack Bar Air conditioning Free WiFi Allergy-free room wifi Fax/photocopying Heating BBQ facilities Hiking Soundproof rooms Hot tub/jacuzzi Massage Spa and wellness centre Currency exchange Valet parking Safety Deposit Box internet services Free parking Ironing service breakfast in the room Family rooms dry cleaning Laundry Business centre Airport shuttle Non-smoking rooms Garden Sauna 24-hour front desk Bar meeting/banquet facilities Room service Restaurant Parking Movie nights Spa/wellness packages Spa lounge/relaxation area Spa Facilities Outdoor furniture coffee house on site airport drop off airport pick up Fruits Wine/champagne Accessible parking Parking garage secured parking Kid-friendly buffet Kid meals wifi available in all areas Private parking parking on site Daily housekeeping minimarket on site Lockers airport shuttle (additional charge) Hot spring bath vending machine (snacks) vending machine (drinks) Special diet menus (on request),41.32904|19.87777,,1040,https://www.booking.com/hotel/al/elite-palace.html
AL,Albania,106078,Albanien,1869154,Hotel Panorama Dajt,ThreeStar,Dajti Tirana ,,"Set in Tirana, 19 km from Dajti Ekspres Cable Car, Hotel Panorama Dajt offers accommodation with a garden, free private parking, a terrace and a restaurant. Featuring a bar, the 3-star hotel has air-conditioned rooms with free WiFi. The accommodation provides room service and free shuttle service for guests.

At the hotel, all rooms are fitted with a balcony with a city view. Each room includes a wardrobe and a flat-screen TV, and some units at Hotel Panorama Dajt have a patio. All guest rooms will provide guests with a minibar.

Guests at the accommodation can enjoy a continental breakfast.

Hotel Panorama Dajt offers a childrens playground.

Skanderbeg Square is 22 km from the hotel, while Former Residence of Enver Hoxha is 22 km from the property. The nearest airport is Tirana International Mother Teresa Airport, 36 km from Hotel Panorama Dajt.",,Shuttle service Private parking parking on site shuttle service (free) Free WiFi wifi children's playground internet services Free parking Family rooms Non-smoking rooms Terrace Garden Bar Room service Restaurant Parking,41.35764|19.91437,,1040,https://www.booking.com/hotel/al/panorama-dajt.html
AL,Albania,106078,Albanien,1869165,Hotel And Camping Simeone,FourStar,Rruga Antipatrea Prane KastratitBerat ,,,,,40.74125|19.93503,,na,https://www.booking.com/hotel/al/simeone.html
AL,Albania,106078,Albanien,1869174,My Apartments,All,Rruga Ibrahim Tukiqi 1001 Tirana ,,,,,41.32866|19.81339,,1001,https://www.booking.com/hotel/al/my-apartments.html
AL,Albania,106078,Albanien,1869250,Hotel Monaco,ThreeStar,Mali Robit Golem Tirana-Albania Mali Robit GolemKavaj2504 Golem ,,"Loced right on the beach in Golem, Hotel Monaco & Garden boasts a restaurant with a sea view terrace and offers air-conditioned accommodation. Free WiFi is provided throughout the property and free private parking is available on site.

All units come with a flat-screen TV and a seating area, as well as a safe and a minibar. Private bathrooms include a shower, free toiletries and a hairdryer. Most rooms feature a balcony with either sea or garden views.

Guests can relax on the hotel beach includes free-to-use parasols and sun chairs. The hotel restaurant serves local and international delicacies, with a focus on Mediterranean and Italian food.

Tirana Airport is 44 km from the property, while Durres is 16 km from Hotel Monaco & Garden. Tirana can be reached in 43 km. Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.",,guests have the option to cancel any cleaning services for their accommodation during their stay property is cleaned by professional cleaning companies first aid kit available hand sanitizer in guest accommodation and key areas staff follow all safety protocols as directed by local authorities guest accommodation sealed after cleaning guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Swimming pool Fire extinguishers CCTV outside property CCTV in common areas Smoke alarms Security alarm Wine/champagne Pool Bar Accessible parking secured parking kids' outdoor play equipment Indoor play area wifi available in all areas Private parking parking on site Daily housekeeping Beachfront Lockers airport shuttle (additional charge) Private check-in/check-out outdoor pool (seasonal) Snack Bar Private beach area ATM/cash machine on site Air conditioning Non-smoking throughout Free WiFi Key card access Key access 24-hour security Beach Swimming pool kids' pool Outdoor fireplace Picnic area Outdoor furniture Sun umbrellas sun loungers or beach chairs Fruits children's playground Currency exchange Safety Deposit Box express check-in/check-out lift internet services Free parking Family rooms dry cleaning Airport shuttle Non-smoking rooms Terrace Garden 24-hour front desk Bar meeting/banquet facilities Room service Restaurant Parking Outdoor pool Allergy-free room wifi Luggage storage Fax/photocopying Heating Soundproof rooms Table tennis Billiards,41.24098|19.51773,,2504,https://www.booking.com/hotel/al/monaco.html
AL,Albania,106078,Albanien,1869382,Hotel Sunrise,All,Rruga E Fshatrave Turistike QerretKavaje ,,,,,41.2194|19.50843,,2504,https://www.booking.com/hotel/al/sunrise-golem.html
AL,Albania,106078,Albanien,1870105,Hotel Eleart,All,Rruga E Fshatrave Turistike 2504 Qerret ,,,,,41.2317|19.51996,,2504,https://www.booking.com/hotel/al/eleart-qerret.html
AL,Albania,106078,Albanien,1877415,Hotel Aquarius,TwoStar,Rruga Shteterore 27 Rrugica Lluke GjymshanaVelipoje Beach ,,,,,41.86872|19.40175,,4000,https://www.booking.com/hotel/al/aquarius.html
AL,Albania,106078,Albanien,1883309,Hotel 3 Vellezerit,FourStar,Rruga Agaveve Rruga Pavaresia2008 Durres ,,,,,41.31001|19.4844,,2008,https://www.booking.com/hotel/al/3-vellezerit-durres.html
AL,Albania,106078,Albanien,1884975,Aleks Hotel,ThreeStar,Rruga Shkoder Velipoje Velipoje ,,"Aleks Hotel is conveniently located in the popular Velipoje area. Offering a variety of facilities and services, the hotel provides all you need for a good night's sleep. 24-hour security, private check in/check out, wheelchair accessible, 24-hour front desk, luggage storage are there for guest's enjoyment. Cleaning products, clothes rack, linens, mirror, private entrance can be found in selected guestrooms. Entertain the hotel's recreational facilities, including children's playground. No matter what your reasons are for visiting Velipoje, Aleks Hotel will make you feel instantly at home.",,Restaurant Poolside bar Luggage storage Laundry service dry cleaning Currency exchange car park - on site free BBQ facilities Bar 24-hour front desk,41.866359711|19.431259155,,,
AL,Albania,106078,Albanien,1884980,Hotel Mesdheu,ThreeStar,Shtepia e Peshkatareve Velipoje ,,"Set in a prime location of Velipoje, Hotel Mesdheu puts everything the city has to offer just outside your doorstep. The property features a wide range of facilities to make your stay a pleasant experience. Service-minded staff will welcome and guide you at the Hotel Mesdheu. Some of the well-appointed guestrooms feature cleaning products, clothes rack, linens, mirror, private entrance. Enjoy the hotel's recreational facilities, including water park, children's playground, kids club, garden, before retiring to your room for a well-deserved rest. No matter what your reasons are for visiting Velipoje, Hotel Mesdheu will make you feel instantly at home.",,Wi-Fi in public areas Luggage storage Laundry service free Wi-Fi in all rooms family room dry cleaning Currency exchange BBQ facilities 24-hour front desk,41.863811493|19.433919907,,,
AL,Albania,106078,Albanien,1886452,Aparthotel Tirana,All,Rruga E Kavajes Pall 3 Ap 4Shkalla 5Hyrja19 ,,,,,41.3258|19.8196,,1021,
AL,Albania,106078,Albanien,1888477,Hotel Princ,ThreeStar,Rruga E Fshatrave Turistik Mali I Robit2504 Golem ,,"Hotel Princ is conveniently located in the popular Golem area. Featuring a satisfying list of amenities, guests will find their stay at the property a comfortable one. Facilities like 24-hour front desk, room service, family room, restaurant, elevator are readily available for you to enjoy. Comfortable guestrooms ensure a good night's sleep with some rooms featuring facilities such as flat screen television, air conditioning, heating, mini bar, balcony/terrace. The property offers various recreational opportunities. A welcoming atmosphere and excellent service are what you can expect during your stay at Hotel Princ.",,Wi-Fi in public areas shared lounge/TV area Room service Restaurant family room express check-in/check-out elevator Currency exchange car park Bar 24-hour front desk,41.2329216|19.522359848,,2500,http://hotel-princ.com/
AL,Albania,106078,Albanien,1910795,Kompleksi Turistik Inheritor,ThreeStar,Unnamed Road Shengjin ,,"Inheritor Resort is conveniently located in the popular Shengjin area. The hotel has everything you need for a comfortable stay. Take advantage of the hotel's 24-hour room service, free Wi-Fi in all rooms, daily housekeeping, kitchen, 24-hour front desk. Guestrooms are fitted with all the amenities you need for a good night's sleep. In some of the rooms, guests can find closet, cleaning products, towels, clothes rack, slippers. To enhance guests' stay, the hotel offers recreational facilities such as boats, canoe, water park, private beach, outdoor pool. A welcoming atmosphere and excellent service are what you can expect during your stay at Inheritor Resort.",,dining  drinking  and snacking things to do  ways to relax Internet access languages spoken available in all rooms getting around access for the kids services and conveniences,41.812252044677734|19.57636070251465,,,https://www.agoda.com/partners/partnersearch.aspx?hid=1619216
AL,Albania,106078,Albanien,1920614,Hotel Orestiada,ThreeStar,Bulevardi Republika 5000 Berat ,Distances are displayed to the nearest 0.1 mile and kilometer. <br /> <p>Cobo Winery - 0.7 km / 0.5 mi <br /> Ethnographic Museum - 1 km / 0.6 mi <br /> Onufri Museum - 1.6 km / 1 mi <br /> Berat Castle - 1.7 km / 1 mi <br /> Kalasa - 1.8 km / 1.1 mi <br /> Mangalem Quarter - 1.8 km / 1.1 mi <br /> Churches & Chapels - 1.8 km / 1.1 mi <br /> Chapel of St Michael - 1.8 km / 1.1 mi <br /> Tomorri Mountain National Park - 19.9 km / 12.4 mi <br /> Mount Shpirag - 23.1 km / 14.4 mi <br /> Sotira s Waterfall - 40.2 km / 25 mi <br /> Nativity of the Virgin Ardenica Orthodox Monastery - 49.7 km / 30.9 mi <br /> </p><p>The preferred airport for Hotel Orestiada is Nene Tereza Intl. Airport (TIA) - 116.2 km / 72.2 mi </p>,"<p>HeadLine : Near Cobo Winery</p><p>Location : A stay at Hotel Orestiada places you in the heart of Berat, within a 15-minute walk of Cobo Winery and Ethnographic Museum.  This hotel is 1.4 mi (2.3 km) from Onufri Museum and 1.5 mi (2.5 km) from Berat Castle.</p><p>Rooms : Make yourself at home in one of the 7 air-conditioned rooms featuring refrigerators and flat-screen televisions. Complimentary wireless Internet access keeps you connected, and cable programming is available for your entertainment. Private bathrooms with showers feature complimentary toiletries and hair dryers. Conveniences include safes and desks, and housekeeping is provided daily.</p><p>Dining : Enjoy a meal at the restaurant or snacks in the hotel s coffee shop/cafe. Quench your thirst with your favorite drink at the bar/lounge. A complimentary buffet breakfast is served daily from 8:00 AM to 10:00 AM.</p><p>CheckIn Instructions : <ul>  <li>Extra-person charges may apply and vary depending on property policy</li><li>Government-issued photo identification and a credit card, debit card, or cash deposit may be required at check-in for incidental charges</li><li>Special requests are subject to availability upon check-in and may incur additional charges; special requests cannot be guaranteed</li><li>This property accepts credit cards</li>  </ul></p><p>Special Instructions : To make arrangements for check-in please contact the property ahead of time using the information on the booking confirmation. If you are planning to arrive after 9:00 PM please contact the property in advance using the information on the booking confirmation. Guests must contact the property in advance for check-in instructions. Front desk staff will greet guests on arrival.</p>",,Free Buffet Breakfast Terrace Fitness facilities Free self parking Tours/ticket assistance Free newspapers in lobby Laundry facilities Number of coffee shops/cafes - 1 Snack bar/deli Coffee/tea in common areas Smoke-free property Safe-deposit box at front desk Garden Daily Number of bars/lounges - 1 Free WiFi 24-hour front desk Free breakfast Luggage storage Airport transportation (surcharge) Dry cleaning/laundry service,40.70199|19.957111,355-698583806,5000,http://hotel-orestiada.business.site/
AL,Albania,106078,Albanien,1921234,Bujtina Kodiket Guesthouse,All,Llambi Guxhumani Kostaq Stefa Next Street ,,,,,40.70544175|19.95026501,,,
AL,Albania,106078,Albanien,1928952,Gloria Palace,FiveStar,Qerret Tourist Village Qerret Beach ,,"Situated in Golem, 600 metres from Mali I Robit Beach, Gloria Palace Hotel & SPA features accommodation with a seasonal outdoor swimming pool, free private parking, a fitness centre and a restaurant. This 5-star hotel offers room service, a 24-hour front desk and free WiFi. The hotel has a sauna and an ATM.

The hotel will provide guests with air-conditioned rooms offering a desk, a kettle, a minibar, a safety deposit box, a flat-screen TV, a balcony and a private bathroom with a bidet. The rooms have a wardrobe.

Breakfast is available each morning, and includes continental, American and vegetarian options.

Gloria Palace Hotel & SPA offers 5-star accommodation with a spa centre.

Qerret Beach is 700 metres from the accommodation, while Golem Beach is 2 km from the property. The nearest airport is Tirana International Mother Teresa Airport, 42 km from Gloria Palace Hotel & SPA. Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.
Payment before arrival via bank transfer is required. The property will contact you after you book to provide instructions.
As a result of Coronavirus (COVID-19), this property has temporarily suspended its shuttle services.
Due to Coronavirus (COVID-19), this property is taking steps to help protect the safety of guests and staff. Certain services and amenities may be reduced or unavailable as a result.
Spa and gym facilities at this property are unavailable due to Coronavirus (COVID-19).
Due to Coronavirus (COVID-19), please ensure that you are only booking this property following the local government guidelines of the destination, including but not limited to the purpose of travel, and maximum allowed group size.
Due to Coronavirus (COVID-19), wearing a face mask is mandatory in all indoor common areas.
Swimming pool #1 is closed from Sun 01 Oct 2023 until Wed 01 May 2024",,Ironing service Free parking internet services lift express check-in/check-out Safety Deposit Box Currency exchange Spa and wellness centre Massage Car hire Fax/photocopying Luggage storage wifi Outdoor pool Free WiFi Air conditioning ATM/cash machine on site Private beach area outdoor pool (seasonal) Private check-in/check-out Special diet menus (on request) minimarket on site Beachfront Daily housekeeping parking on site Private parking wifi available in all areas Kid meals Rooftop pool Wine/champagne Fruits sun loungers or beach chairs Laundry Non-smoking rooms Fitness centre Sauna 24-hour front desk Bar Room service Restaurant Parking Sun umbrellas Spa Facilities Spa/wellness packages Back massage Neck massage Foot massage Head massage Hand massage Full body massage Massage chair kids' pool Swimming pool Beach Live music/performance 24-hour security Security alarm Smoke alarms CCTV in common areas Fire extinguishers Swimming pool use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays physical distancing in dining areas staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed invoice provided property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered thermometers for guests provided by property,41.23117|19.52004,,2500,https://www.booking.com/hotel/al/gloria-palace-qerret.html
AL,Albania,106078,Albanien,1932012,Hostel Niku Tirana,ThreeStar,Rruga Siri Kodra 9-5 1001 Tirana ,,,,,41.3258|19.8196,,1001,http://hostel-niku-tirana.business.site/
AL,Albania,106078,Albanien,1932038,La Voglia Boutique Hotel,All,Rruga Reshit Collaku 5 1001 Tirana ,,"Located in Tirana and with Skanderbeg Square reachable within 100 metres, La Voglia Hotel Boutique provides express check-in and check-out, allergy-free rooms, a restaurant, free WiFi and a bar. 5 km from Dajti Ekspres Cable Car and 800 metres from Former Residence of Enver Hoxha, the property features a shared lounge and a casino. The accommodation offers a 24-hour front desk, room service and currency exchange for guests.

All rooms are modernly furnished with contemporary colorful decor. Free private parking is offered for those who drive. All units are equipped with air conditioning, a flat-screen TV with satellite channels, a microwave, a coffee machine, a bidet, a hairdryer and a desk. At the hotel every room is equipped with a wardrobe and a private bathroom.

A buffet breakfast is available daily at La Voglia Hotel Boutique.

The area is popular for cycling, and car hire is available at the accommodation.

Popular points of interest near La Voglia Hotel Boutique include Rinia Park, Ethem Bey Mosque and National Gallery of Arts Tirana. The nearest airport is Tirana International Airport Mother Teresa, 14 km from the hotel, and the property offers a paid airport shuttle service. Please inform La Voglia Hotel Boutique in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.
Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.
Spa and gym facilities at this property are unavailable due to Coronavirus (COVID-19).",,Table tennis Soundproof rooms Packed lunches Car hire Cycling Bowling Tour desk hammam Heating Fax/photocopying Horse riding Luggage storage wifi Allergy-free room Free WiFi Non-smoking throughout Air conditioning ATM/cash machine on site Snack Bar concierge service nightclub/dj shuttle service (additional charge) Special diet menus (on request) Trouser press airport shuttle (additional charge) Lockers shared lounge/TV area minimarket on site Daily housekeeping Street parking Wine/champagne Fruits airport pick up airport drop off Spa/wellness packages Shuttle service Happy hour 24-hour security Key access Security alarm Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers bicycle rental use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests Parking Room service Bar 24-hour front desk Non-smoking rooms Airport shuttle Business centre babysitting/child services Laundry dry cleaning Facilities for disabled guests Barber/beauty shop Family rooms first aid kit available contactless check-in/check-out physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas invoice provided property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay thermometers for guests provided by property face masks for guests available Casino breakfast in the room Ironing service internet services express check-in/check-out Safety Deposit Box Valet parking Currency exchange Massage,41.3246|19.81639,,1001,http://www.lavogliaboutiquehotel.com/
AL,Albania,106078,Albanien,1932051,Hotel Ajka,ThreeStar,Rruga Kristaq Tutulani Lagjia Gorice ,,"Hotel Ajka in Berat has 3-star accommodation with a bar. With a terrace, the 3-star hotel has air-conditioned rooms with free WiFi, each with a private bathroom. There is free private parking and the property offers paid airport shuttle service.

At the hotel, all rooms come with a wardrobe. Every room is equipped with a desk and a flat-screen TV, and some units at Hotel Ajka have a balcony. At the accommodation the rooms come with bed linen and towels.

The nearest airport is Tirana International Mother Teresa Airport, 118 km from Hotel Ajka. Please inform Hotel Ajka in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.",,Private parking wifi available in all areas Parking garage linens  towels and laundry washed in accordance with local authority guidelines guest accommodation sealed after cleaning staff follow all safety protocols as directed by local authorities Parking Bar Terrace Non-smoking rooms Airport shuttle Laundry Family rooms Ironing service Free parking internet services Safety Deposit Box Currency exchange Soundproof rooms Luggage storage wifi Free WiFi Air conditioning designated smoking area airport shuttle (additional charge) Daily housekeeping parking on site,40.70285|19.95012,,5001,https://www.booking.com/hotel/al/restorant-ajka.html
AL,Albania,106078,Albanien,1932091,Sofra E Shpatit,All,Gjinar 3021 Elbasan ,,"Sofra E Shpatit features a garden, bar, barbecue facilities and terrace in Elbasan. Among the facilities of this property are a restaurant, a 24-hour front desk and a kids club, along with free WiFi. The hotel offers mountain views and a childrens playground.

At the hotel, all rooms are fitted with a balcony. The private bathroom is equipped with a bath, a hairdryer and free toiletries. The units at Sofra E Shpatit feature air conditioning and a wardrobe.

Guests at the accommodation can enjoy a continental breakfast.

Skiing is among the activities that guests can enjoy near Sofra E Shpatit.

The nearest airport is Tirana International Mother Teresa Airport, 79.4 km from the hotel.",,Parking Restaurant Pets allowed Bar 24-hour front desk Garden Terrace Non-smoking rooms Laundry Skiing Family rooms Ironing service Free parking internet services express check-in/check-out children's playground Soundproof rooms BBQ facilities Heating wifi Free WiFi Non-smoking throughout Air conditioning Sun terrace Special diet menus (on request) kids' club Daily housekeeping parking on site secured parking Wine/champagne Fruits Outdoor furniture Key access CCTV in common areas CCTV outside property Outdoor fireplace Walking tours 24-hour security,41.03901|20.19199,,3021,http://sofra-e-shpatit.business.site/
AL,Albania,106078,Albanien,1932128,Vila Park Hotel,All,Rruga E Elbasanit 125 1011 Tirana ,,,,,41.3258|19.8196,,1011,
AL,Albania,106078,Albanien,1932178,Prime Hotel,ThreeStar,Rruga Ded Gjo Luli 1001 Tirana ,,"Offering free WiFi, Prime Hotel offers accommodation in Tirana, 80 metres from Skanderbeg Square. Popular points of interest nearby include National Arts Gallery and National Theatre of Opera and Ballet. Every room is equipped with a flat-screen TV with satellite channels.

At the hotel, rooms are equipped with a desk. The private bathroom is fitted with a bidet, free toiletries and a hair dryer. All units at Prime Hotel come with a seating area.

Staff at the 24-hour front desk speak English and Italian.

The nearest airport is Tirana Airport, 13 km from the property. Please inform Prime Hotel in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
Guests are required to show a photo identification and credit card upon check-in. Please note that all Special Requests are subject to availability and additional charges may apply.",,coffee house on site Outdoor furniture 24-hour security Key access airport drop off airport pick up Parking garage wifi available in all areas Daily housekeeping minimarket on site shared lounge/TV area Lockers airport shuttle (additional charge) Private check-in/check-out Snack Bar ATM/cash machine on site Air conditioning Non-smoking throughout Free WiFi Allergy-free room wifi Luggage storage Fax/photocopying Heating Soundproof rooms Currency exchange internet services Family rooms dry cleaning Laundry Airport shuttle Non-smoking rooms Parking guests have the option to cancel any cleaning services for their accommodation during their stay guest accommodation is disinfected between stays linens  towels and laundry washed in accordance with local authority guidelines use of cleaning chemicals that are effective against coronavirus Fire extinguishers CCTV outside property CCTV in common areas Smoke alarms Security alarm Key card access,41.32926|19.81579,,1001,https://www.booking.com/hotel/al/prime.html
AL,Albania,106078,Albanien,1932259,Vila Gersina,All,Rruga Viena 1001 Golem ,,,,,41.2531|19.5192,,1001,
AL,Albania,106078,Albanien,1932306,Otrant,All,Pedonale Majtas Restorant Otrant Left Side Of Otrant Restaurant ,,,,,41.8646|19.426,,4020,
AL,Albania,106078,Albanien,1932404,Vertigo Hostel,All,Rruga Dhimiter Beduli 13 1001 Tirana ,,,,,41.3258|19.8196,,1001,
AL,Albania,106078,Albanien,1932680,Vila Al-Jon,All,Rruga Orion 2000 Durres ,,,,,41.295|19.4937,,2000,
AL,Albania,106078,Albanien,1932770,Hotel Onufri,FourStar,Rruga Mihal Komneno 5001 Berat ,,"Set in Berat, about a 2-minute walk from the Osum River, Hotel Onufri offers 4-star accommodation with a shared lounge, a bar and on-site dining. Free WiFi is available throughout the property.

At the hotel, the rooms come with a desk, a flat-screen TV with cable channels, and a wardrobe. Each room comprises a private bathroom fitted with a shower. Free toiletries and a hair dryer are provided as well.

Guests at Hotel Onufri can enjoy a continental breakfast. The on-site restaurant serves a la carte dishes and specialises in Mediterranean cuisine.

Berat Citadel is about 800 metres away. Tomorr Mountain National Park is about 25 km from the property.

The nearest airport is Tirana Airport, 119 km from Hotel Onufri. Please inform Hotel Onufri in advance of your expected arrival time. You can use the Special Requests box when booking, or contact the property directly with the contact details provided in your confirmation.
In response to Coronavirus (COVID-19), additional safety and sanitation measures are in effect at this property.",,invoice provided cashless payment available staff follow all safety protocols as directed by local authorities guest accommodation sealed after cleaning linens  towels and laundry washed in accordance with local authority guidelines Happy hour Outdoor furniture Parking garage wifi available in all areas Private parking parking on site Daily housekeeping shared lounge/TV area Parking airport shuttle (additional charge) designated smoking area Air conditioning Free WiFi wifi Luggage storage Fax/photocopying Heating Tour desk Soundproof rooms Currency exchange Safety Deposit Box internet services Free parking Airport shuttle Non-smoking rooms Terrace Bar Restaurant,40.70646|19.95063,+355699614720,5001,http://hotelonufri.com
AL,Albania,106078,Albanien,1932810,Villa Dedej,All,Rruga David Selenica Lagja 13 Plazh-Durres ,,,,,41.295|19.4937,,2001,
AL,Albania,106078,Albanien,1932865,Hotel Gjoci,All,Rruga e Portit 48 4501 Shengjin ,,,,,41.8102|19.5967,,4501,
AL,Albania,106078,Albanien,1940002,Park Ashik,All,Rruga e Kavajes 20 km From Tirana ,,,,,41.3258|19.8196,,,
AL,Albania,106078,Albanien,1943174,Jurgen Resort,All,SH54 Rruga Nacionale Dajt ,,,,,41.3258|19.8196,,1005,
AL,Albania,106078,Albanien,1943197,Blen Grand,All,Rruga Ura E Ee 5001 Berat ,,,,,40.7041|19.9536,,5001,
AL,Albania,106078,Albanien,1943520,Hotel Vila Max,All,Rruga Venecia Prane Pistes Iliria ,,,,,41.295|19.4937,,2001,
